device_id,device_type,model_year,device_age,power_consumption,energy_savings_yr,co2_saved_kg_yr,region,recycling_rate
DT18AS16666,Desktop,2018,6,83,32,19.2,Asia,0.97
DT18EU24621,Desktop,2018,6,86,27.2,6.8,Europe,0.94
LP18AS95348,Laptop,2018,6,56,31.8,19.1,Asia,0.87
LP18AS25179,Laptop,2018,6,58,43.8,26.3,Asia,0.88
DT18AS96412,Desktop,2018,6,83,25.3,15.2,Asia,0.94
LP18NA74127,Laptop,2018,6,60,34.5,13.8,North America,0.87
LP18AS93870,Laptop,2018,6,52,16.3,9.8,Asia,0.85
LP18AS94902,Laptop,2018,6,55,66.8,40.1,Asia,0.88
LP18NA93918,Laptop,2018,6,53,24.7,9.9,North America,0.87
DT18AS50424,Desktop,2018,6,89,28.9,17.3,Asia,0.93
LP18NA58098,Laptop,2018,6,58,91.7,36.7,North America,0.88
LP18NA36305,Laptop,2018,6,57,21.9,8.8,North America,0.86
LP18AS30658,Laptop,2018,6,55,46.9,28.1,Asia,0.88
DT18AS59518,Desktop,2018,6,82,21.9,13.2,Asia,0.92
LP18AS93892,Laptop,2018,6,57,31.7,19,Asia,0.87
LP18AS37601,Laptop,2018,6,58,32.4,19.4,Asia,0.87
LP18AS16490,Laptop,2018,6,57,29.8,17.9,Asia,0.88
LP18AS80725,Laptop,2018,6,57,19.5,11.7,Asia,0.88
LP18AS20034,Laptop,2018,6,59,84.6,50.8,Asia,0.88
LP18NA96128,Laptop,2018,6,53,32.3,12.9,North America,0.88
LP18AS30046,Laptop,2018,6,57,58.7,35.2,Asia,0.88
LP18AS51271,Laptop,2018,6,58,38.1,22.9,Asia,0.86
LP18AS55263,Laptop,2018,6,55,58.3,35,Asia,0.87
LP18AS31961,Laptop,2018,6,59,26.5,15.9,Asia,0.86
LP18AS36875,Laptop,2018,6,53,33.2,19.9,Asia,0.89
LP18AS98391,Laptop,2018,6,54,38.2,22.9,Asia,0.89
DT18AS98200,Desktop,2018,6,82,57.8,34.7,Asia,0.95
DT18NA95360,Desktop,2018,6,85,49.7,19.9,North America,0.97
DT18AS57144,Desktop,2018,6,85,35.1,21.1,Asia,0.94
LP18NA96742,Laptop,2018,6,54,33.8,13.5,North America,0.86
LP18NA12956,Laptop,2018,6,56,31.3,12.5,North America,0.89
DT18AS23359,Desktop,2018,6,82,6.8,4.1,Asia,0.97
DT18NA45982,Desktop,2018,6,83,33.6,13.4,North America,0.95
LP18NA76173,Laptop,2018,6,54,50.1,20,North America,0.86
LP18NA55596,Laptop,2018,6,55,22.3,8.9,North America,0.87
LP18NA53673,Laptop,2018,6,57,31.1,12.4,North America,0.86
LP18EU11264,Laptop,2018,6,53,43.2,10.8,Europe,0.87
DT18NA67329,Desktop,2018,6,80,44,17.6,North America,0.94
LP18AS82236,Laptop,2018,6,59,32.1,19.2,Asia,0.86
LP18EU20468,Laptop,2018,6,54,11.7,2.9,Europe,0.88
DT18AS97973,Desktop,2018,6,81,26.9,16.2,Asia,0.94
LP18EU74729,Laptop,2018,6,58,60.3,15.1,Europe,0.87
LP18AS64046,Laptop,2018,6,60,52.8,31.7,Asia,0.88
DT18AS33424,Desktop,2018,6,84,45.6,27.3,Asia,0.95
LP18NA41443,Laptop,2018,6,60,67.8,27.1,North America,0.86
LP18EU95850,Laptop,2018,6,57,7.6,1.9,Europe,0.86
LP18EU47240,Laptop,2018,6,55,41.1,10.3,Europe,0.86
LP18AS75550,Laptop,2018,6,59,56.2,33.7,Asia,0.88
LP18AS46954,Laptop,2018,6,57,39,23.4,Asia,0.88
LP18AS57372,Laptop,2018,6,52,17.9,10.8,Asia,0.87
DT18AS78785,Desktop,2018,6,84,34,20.4,Asia,0.97
LP18NA24877,Laptop,2018,6,57,29.1,11.7,North America,0.89
LP18NA83458,Laptop,2018,6,56,15.7,6.3,North America,0.87
LP18NA31090,Laptop,2018,6,54,50.7,20.3,North America,0.88
DT18AS50086,Desktop,2018,6,84,20.4,12.3,Asia,0.96
LP18NA16700,Laptop,2018,6,58,68,27.2,North America,0.89
LP18AS82523,Laptop,2018,6,55,14.4,8.7,Asia,0.88
DT18AS82146,Desktop,2018,6,87,42.8,25.7,Asia,0.92
LP18AS96311,Laptop,2018,6,55,37.5,22.5,Asia,0.87
DT18AS95250,Desktop,2018,6,86,32.2,19.3,Asia,0.95
LP18AS74997,Laptop,2018,6,58,69.8,41.9,Asia,0.88
LP18AS47271,Laptop,2018,6,61,53.3,32,Asia,0.87
LP18NA68752,Laptop,2018,6,57,15,6,North America,0.87
LP18AS40769,Laptop,2018,6,56,26.6,15.9,Asia,0.86
DT18AS84660,Desktop,2018,6,82,27.7,16.6,Asia,0.98
LP18AS80372,Laptop,2018,6,55,79.2,47.5,Asia,0.86
LP18NA28789,Laptop,2018,6,58,60.4,24.2,North America,0.87
LP18AS82393,Laptop,2018,6,57,58.3,35,Asia,0.86
LP18AS32407,Laptop,2018,6,57,55.2,33.1,Asia,0.88
LP18AS55219,Laptop,2018,6,53,60.3,36.2,Asia,0.86
LP18EU95832,Laptop,2018,6,59,61.5,15.4,Europe,0.88
DT18EU89085,Desktop,2018,6,84,20.9,5.2,Europe,0.94
LP18EU28369,Laptop,2018,6,55,67.1,16.8,Europe,0.87
DT18AS97118,Desktop,2018,6,85,15.6,9.3,Asia,0.96
LP18AS23227,Laptop,2018,6,52,5.6,3.4,Asia,0.88
LP18AS62522,Laptop,2018,6,59,40.1,24.1,Asia,0.87
LP18AS53268,Laptop,2018,6,57,24.9,14.9,Asia,0.9
DT18AS43440,Desktop,2018,6,86,39.5,23.7,Asia,0.97
LP18AS22889,Laptop,2018,6,58,71,42.6,Asia,0.9
LP18NA17295,Laptop,2018,6,52,18.5,7.4,North America,0.86
LP18NA26382,Laptop,2018,6,57,53.5,21.4,North America,0.85
DT18EU85355,Desktop,2018,6,86,59.4,14.9,Europe,0.93
DT18AS53025,Desktop,2018,6,81,15.4,9.3,Asia,0.96
DT18AS59661,Desktop,2018,6,82,43.7,26.2,Asia,0.94
LP18AS64631,Laptop,2018,6,56,26,15.6,Asia,0.86
LP18NA15580,Laptop,2018,6,59,56.4,22.6,North America,0.88
LP18AS80998,Laptop,2018,6,60,21.5,12.9,Asia,0.88
LP18AS43536,Laptop,2018,6,56,51.7,31,Asia,0.87
DT18NA24239,Desktop,2018,6,84,46.4,18.6,North America,0.93
LP18AS72966,Laptop,2018,6,56,74.7,44.8,Asia,0.87
DT18AS33783,Desktop,2018,6,86,1.5,0.9,Asia,0.97
LP18NA55310,Laptop,2018,6,57,33.8,13.5,North America,0.88
DT18AS99236,Desktop,2018,6,86,41.5,24.9,Asia,0.94
DT18AS81074,Desktop,2018,6,85,34,20.4,Asia,0.97
LP18EU88334,Laptop,2018,6,58,55.2,13.8,Europe,0.87
LP18NA38738,Laptop,2018,6,57,38.3,15.3,North America,0.87
LP18NA62982,Laptop,2018,6,57,36.1,14.4,North America,0.86
LP18NA29922,Laptop,2018,6,58,70.4,28.2,North America,0.87
DT18NA22066,Desktop,2018,6,88,68.8,27.5,North America,0.95
LP18EU30857,Laptop,2018,6,57,41.1,10.3,Europe,0.87
LP18AS85478,Laptop,2018,6,58,23.8,14.3,Asia,0.86
LP18AS35991,Laptop,2018,6,54,43.7,26.2,Asia,0.86
LP18AS83934,Laptop,2018,6,53,26.2,15.7,Asia,0.89
LP18NA72241,Laptop,2018,6,57,32.5,13,North America,0.87
LP18AS97180,Laptop,2018,6,58,56.1,33.7,Asia,0.88
LP18AS74432,Laptop,2018,6,59,49.3,29.6,Asia,0.88
LP18NA60547,Laptop,2018,6,53,56.7,22.7,North America,0.87
DT18AS99495,Desktop,2018,6,87,70.6,42.4,Asia,0.95
LP18AS62938,Laptop,2018,6,56,58.5,35.1,Asia,0.86
LP18AS41483,Laptop,2018,6,59,25.7,15.4,Asia,0.88
LP18NA52035,Laptop,2018,6,59,60.5,24.2,North America,0.88
LP18NA40749,Laptop,2018,6,60,75.3,30.1,North America,0.86
DT18NA88428,Desktop,2018,6,83,21.9,8.8,North America,0.96
LP18EU73730,Laptop,2018,6,55,42.2,10.5,Europe,0.87
DT18AS83370,Desktop,2018,6,83,36.3,21.8,Asia,0.94
LP18EU84688,Laptop,2018,6,59,38.5,9.6,Europe,0.87
LP18AS46789,Laptop,2018,6,53,45.9,27.6,Asia,0.87
LP18NA75849,Laptop,2018,6,55,52.4,21,North America,0.86
LP18NA99630,Laptop,2018,6,56,42.3,16.9,North America,0.87
LP18NA50442,Laptop,2018,6,54,40.5,16.2,North America,0.87
LP18AS87856,Laptop,2018,6,58,46.3,27.8,Asia,0.86
LP18EU37723,Laptop,2018,6,57,50.8,12.7,Europe,0.86
LP18AS38388,Laptop,2018,6,56,90.7,54.4,Asia,0.88
DT18NA79317,Desktop,2018,6,88,48.7,19.5,North America,0.97
DT18EU19968,Desktop,2018,6,83,37.9,9.5,Europe,0.95
LP18AS75313,Laptop,2018,6,52,31.1,18.7,Asia,0.86
LP18AS90298,Laptop,2018,6,56,46.6,28,Asia,0.88
LP18NA53849,Laptop,2018,6,54,28.6,11.4,North America,0.9
LP18AS51641,Laptop,2018,6,57,53,31.8,Asia,0.86
LP18AS67479,Laptop,2018,6,57,32.1,19.2,Asia,0.86
LP18NA29810,Laptop,2018,6,60,99.2,39.7,North America,0.87
DT18EU93600,Desktop,2018,6,83,45.1,11.3,Europe,0.94
LP18NA71901,Laptop,2018,6,56,39.7,15.9,North America,0.87
DT18AS52255,Desktop,2018,6,82,23.5,14.1,Asia,0.96
LP18AS45420,Laptop,2018,6,54,34,20.4,Asia,0.88
LP18AS64741,Laptop,2018,6,57,33.5,20.1,Asia,0.87
DT18NA48345,Desktop,2018,6,85,33.8,13.5,North America,0.96
LP18NA26260,Laptop,2018,6,57,43.5,17.4,North America,0.89
LP18AS11826,Laptop,2018,6,59,46.2,27.7,Asia,0.87
LP18AS16365,Laptop,2018,6,56,38,22.8,Asia,0.87
LP18AS21625,Laptop,2018,6,56,46.6,28,Asia,0.89
LP18NA14963,Laptop,2018,6,55,23.7,9.5,North America,0.86
LP18AS80020,Laptop,2018,6,58,45,27,Asia,0.87
LP18AS82037,Laptop,2018,6,57,32.4,19.4,Asia,0.9
DT18EU57193,Desktop,2018,6,86,14,3.5,Europe,0.95
LP18NA94971,Laptop,2018,6,54,24.3,9.7,North America,0.89
LP18EU86308,Laptop,2018,6,57,47.9,12,Europe,0.88
LP18AS99278,Laptop,2018,6,59,29.2,17.5,Asia,0.88
LP18AS47658,Laptop,2018,6,54,30.9,18.5,Asia,0.86
LP18AS71182,Laptop,2018,6,58,65,39,Asia,0.88
LP18AS47370,Laptop,2018,6,57,39.4,23.6,Asia,0.88
LP18AS83854,Laptop,2018,6,56,73.6,44.2,Asia,0.88
DT18AS56909,Desktop,2018,6,84,38.5,23.1,Asia,0.96
DT19NA29530,Desktop,2019,5,83,29.7,11.9,North America,0.97
LP19AS12048,Laptop,2019,5,54,19.3,11.6,Asia,0.86
LP19AS82680,Laptop,2019,5,58,26.5,15.9,Asia,0.86
LP19NA39334,Laptop,2019,5,54,51.1,20.4,North America,0.87
LP19AS83940,Laptop,2019,5,56,22,13.2,Asia,0.88
LP19AS93907,Laptop,2019,5,56,27.2,16.3,Asia,0.87
LP19EU74063,Laptop,2019,5,51,15.1,3.8,Europe,0.89
LP19AS22059,Laptop,2019,5,53,46,27.6,Asia,0.89
LP19NA82794,Laptop,2019,5,54,29.9,12,North America,0.87
DT19AS47305,Desktop,2019,5,82,64.7,38.8,Asia,0.92
LP19EU12239,Laptop,2019,5,55,14,3.5,Europe,0.86
LP19AS92443,Laptop,2019,5,54,18.1,10.8,Asia,0.89
DT19NA93995,Desktop,2019,5,80,22.6,9.1,North America,0.97
DT19NA47007,Desktop,2019,5,81,66.4,26.6,North America,0.94
LP19AS66875,Laptop,2019,5,57,50.6,30.4,Asia,0.87
LP19AS98474,Laptop,2019,5,55,37.4,22.5,Asia,0.87
LP19AS96462,Laptop,2019,5,53,26,15.6,Asia,0.88
DT19AS34592,Desktop,2019,5,83,23.6,14.2,Asia,0.94
LP19AS44433,Laptop,2019,5,58,62.7,37.6,Asia,0.86
LP19AS79393,Laptop,2019,5,54,20.6,12.4,Asia,0.88
LP19NA43792,Laptop,2019,5,53,12.7,5.1,North America,0.86
DT19AS68501,Desktop,2019,5,78,26.4,15.8,Asia,0.92
DT19AS92788,Desktop,2019,5,82,16.9,10.1,Asia,0.95
LP19EU22529,Laptop,2019,5,54,50.2,12.6,Europe,0.87
LP19NA87738,Laptop,2019,5,54,34.5,13.8,North America,0.87
LP19AS88283,Laptop,2019,5,52,2.9,1.7,Asia,0.86
LP19AS67366,Laptop,2019,5,55,27.5,16.5,Asia,0.86
LP19NA25491,Laptop,2019,5,55,44.9,17.9,North America,0.86
LP19NA35537,Laptop,2019,5,55,27.2,10.9,North America,0.86
LP19NA52738,Laptop,2019,5,52,21.7,8.7,North America,0.87
LP19NA86867,Laptop,2019,5,53,25.4,10.1,North America,0.89
LP19NA24051,Laptop,2019,5,58,59.7,23.9,North America,0.88
LP19NA83363,Laptop,2019,5,52,23.4,9.4,North America,0.88
DT19AS51044,Desktop,2019,5,82,48.8,29.3,Asia,0.95
LP19AS55773,Laptop,2019,5,53,55.8,33.5,Asia,0.86
DT19AS92235,Desktop,2019,5,85,31.1,18.7,Asia,0.94
LP19AS33520,Laptop,2019,5,56,25.8,15.5,Asia,0.87
LP19AS12010,Laptop,2019,5,53,53.2,31.9,Asia,0.86
DT19NA91610,Desktop,2019,5,86,38.5,15.4,North America,0.96
LP19NA79112,Laptop,2019,5,58,30.6,12.2,North America,0.87
LP19NA92681,Laptop,2019,5,57,34.1,13.6,North America,0.87
LP19AS76541,Laptop,2019,5,55,23.3,14,Asia,0.86
LP19AS58827,Laptop,2019,5,54,16.3,9.8,Asia,0.88
LP19AS25335,Laptop,2019,5,53,45.3,27.2,Asia,0.88
LP19NA17297,Laptop,2019,5,58,75.8,30.3,North America,0.89
LP19EU16975,Laptop,2019,5,55,47.5,11.9,Europe,0.85
LP19AS21277,Laptop,2019,5,54,36.1,21.6,Asia,0.87
DT19EU11040,Desktop,2019,5,83,54.1,13.5,Europe,0.95
LP19NA68415,Laptop,2019,5,51,26.6,10.7,North America,0.87
LP19NA79231,Laptop,2019,5,53,20.5,8.2,North America,0.88
LP19AS99185,Laptop,2019,5,54,13.3,8,Asia,0.88
DT19NA38305,Desktop,2019,5,82,9.2,3.7,North America,0.96
LP19NA46092,Laptop,2019,5,50,26.5,10.6,North America,0.88
LP19AS98964,Laptop,2019,5,55,29.2,17.5,Asia,0.87
LP19AS66980,Laptop,2019,5,57,30.3,18.2,Asia,0.89
DT19AS17249,Desktop,2019,5,79,33.5,20.1,Asia,0.95
LP19AS70813,Laptop,2019,5,57,24,14.4,Asia,0.88
LP19NA33554,Laptop,2019,5,55,37.9,15.2,North America,0.87
LP19NA26877,Laptop,2019,5,52,47.6,19,North America,0.87
LP19NA33936,Laptop,2019,5,55,36.1,14.4,North America,0.88
LP19AS68209,Laptop,2019,5,52,26.8,16.1,Asia,0.85
LP19NA99272,Laptop,2019,5,51,28.3,11.3,North America,0.89
LP19AS39716,Laptop,2019,5,55,25.5,15.3,Asia,0.88
LP19AS59695,Laptop,2019,5,55,26.9,16.2,Asia,0.89
LP19AS90559,Laptop,2019,5,53,5,3,Asia,0.88
LP19NA39384,Laptop,2019,5,53,68.1,27.2,North America,0.88
LP19AS53720,Laptop,2019,5,57,45.2,27.1,Asia,0.88
LP19NA59498,Laptop,2019,5,54,63.6,25.5,North America,0.86
LP19AS22751,Laptop,2019,5,55,54.3,32.6,Asia,0.88
LP19NA78184,Laptop,2019,5,51,19.5,7.8,North America,0.89
DT19AS66852,Desktop,2019,5,81,17.4,10.4,Asia,0.97
LP19AS82915,Laptop,2019,5,55,31.6,19,Asia,0.89
LP19NA12751,Laptop,2019,5,55,40.3,16.1,North America,0.89
LP19NA71240,Laptop,2019,5,55,57.4,23,North America,0.86
LP19AS74393,Laptop,2019,5,55,37.5,22.5,Asia,0.89
LP19AS92222,Laptop,2019,5,58,49.2,29.5,Asia,0.88
LP19NA35923,Laptop,2019,5,57,34.6,13.8,North America,0.88
LP19AS36803,Laptop,2019,5,58,40.2,24.1,Asia,0.89
DT19NA87572,Desktop,2019,5,82,15.8,6.3,North America,0.96
LP19AS62780,Laptop,2019,5,54,74.1,44.5,Asia,0.86
LP19AS90551,Laptop,2019,5,52,15.7,9.4,Asia,0.87
DT19AS17036,Desktop,2019,5,84,37.7,22.6,Asia,0.96
LP19AS87879,Laptop,2019,5,56,41.9,25.1,Asia,0.87
LP19AS72055,Laptop,2019,5,53,16.3,9.8,Asia,0.87
LP19AS78683,Laptop,2019,5,55,17.7,10.6,Asia,0.88
LP19AS67538,Laptop,2019,5,58,35.1,21,Asia,0.86
LP19AS58149,Laptop,2019,5,51,30,18,Asia,0.87
LP19NA66710,Laptop,2019,5,57,21.5,8.6,North America,0.87
LP19AS21136,Laptop,2019,5,54,35.8,21.5,Asia,0.86
LP19AS23047,Laptop,2019,5,53,21,12.6,Asia,0.87
LP19EU77469,Laptop,2019,5,52,20.1,5,Europe,0.88
LP19AS72821,Laptop,2019,5,51,15.9,9.5,Asia,0.87
DT19AS52150,Desktop,2019,5,79,22.6,13.6,Asia,0.97
LP19NA67452,Laptop,2019,5,58,15.2,6.1,North America,0.87
LP19EU73841,Laptop,2019,5,58,31.8,7.9,Europe,0.86
LP19AS59496,Laptop,2019,5,52,29.2,17.5,Asia,0.86
LP19EU99126,Laptop,2019,5,55,45.8,11.5,Europe,0.87
LP19NA14090,Laptop,2019,5,55,37.4,15,North America,0.87
LP19AS92158,Laptop,2019,5,53,25.6,15.3,Asia,0.87
LP19AS30476,Laptop,2019,5,56,17,10.2,Asia,0.87
LP19AS74915,Laptop,2019,5,54,50.9,30.5,Asia,0.85
DT19AS37740,Desktop,2019,5,80,28.4,17,Asia,0.91
LP19EU99641,Laptop,2019,5,56,92.9,23.2,Europe,0.87
LP19AS90961,Laptop,2019,5,52,30.1,18.1,Asia,0.88
LP19AS81732,Laptop,2019,5,56,25.3,15.2,Asia,0.88
LP19AS71799,Laptop,2019,5,51,45.2,27.1,Asia,0.89
LP19AS76367,Laptop,2019,5,55,57.4,34.5,Asia,0.88
LP19AS28794,Laptop,2019,5,54,40.2,24.1,Asia,0.88
LP19NA28040,Laptop,2019,5,50,32.1,12.9,North America,0.88
LP19NA29016,Laptop,2019,5,53,23.3,9.3,North America,0.86
LP19EU53296,Laptop,2019,5,56,25,6.2,Europe,0.89
LP19AS98599,Laptop,2019,5,56,44.7,26.8,Asia,0.87
LP19NA56392,Laptop,2019,5,54,48.9,19.6,North America,0.86
LP19NA80673,Laptop,2019,5,58,11.1,4.4,North America,0.87
LP19NA62435,Laptop,2019,5,52,21.6,8.6,North America,0.87
LP19AS57466,Laptop,2019,5,58,41.8,25.1,Asia,0.88
DT19NA12435,Desktop,2019,5,81,21.5,8.6,North America,0.93
LP19EU61619,Laptop,2019,5,59,67.7,16.9,Europe,0.86
LP19AS22528,Laptop,2019,5,54,25.9,15.5,Asia,0.87
LP19AS60513,Laptop,2019,5,56,41.6,24.9,Asia,0.87
LP19EU38406,Laptop,2019,5,59,36.6,9.1,Europe,0.88
DT19AS56372,Desktop,2019,5,82,47.6,28.6,Asia,0.95
LP19NA64858,Laptop,2019,5,54,53.1,21.2,North America,0.86
LP19AS76043,Laptop,2019,5,56,56.7,34,Asia,0.86
LP19AS41436,Laptop,2019,5,57,72.3,43.4,Asia,0.89
LP19AS30796,Laptop,2019,5,58,39,23.4,Asia,0.88
LP19AS44015,Laptop,2019,5,52,13.3,8,Asia,0.87
LP19AS45075,Laptop,2019,5,51,55.1,33.1,Asia,0.86
LP19AS82733,Laptop,2019,5,55,21.1,12.7,Asia,0.89
LP19NA18714,Laptop,2019,5,55,33.5,13.4,North America,0.87
LP19AS37831,Laptop,2019,5,59,39.4,23.6,Asia,0.87
LP19AS28571,Laptop,2019,5,57,39.3,23.6,Asia,0.87
LP19AS11852,Laptop,2019,5,52,50.2,30.1,Asia,0.87
DT19AS32005,Desktop,2019,5,79,8.8,5.3,Asia,0.97
LP19NA82321,Laptop,2019,5,52,30.4,12.1,North America,0.88
LP19NA65587,Laptop,2019,5,59,69.7,27.9,North America,0.88
DT19AS39937,Desktop,2019,5,79,14.1,8.4,Asia,0.97
LP19EU87199,Laptop,2019,5,54,22.4,5.6,Europe,0.86
LP19NA77584,Laptop,2019,5,51,37.6,15,North America,0.86
LP19NA29211,Laptop,2019,5,58,31.7,12.7,North America,0.86
LP19AS70327,Laptop,2019,5,54,15.5,9.3,Asia,0.89
DT19EU76101,Desktop,2019,5,80,38.8,9.7,Europe,0.95
LP19EU74482,Laptop,2019,5,56,37.6,9.4,Europe,0.87
LP19NA92486,Laptop,2019,5,53,33.3,13.3,North America,0.87
LP19NA32158,Laptop,2019,5,53,54.2,21.7,North America,0.86
LP19NA16854,Laptop,2019,5,50,20.3,8.1,North America,0.86
LP19AS58910,Laptop,2019,5,52,32.4,19.4,Asia,0.88
LP19AS17078,Laptop,2019,5,54,24.4,14.7,Asia,0.87
DT19AS18762,Desktop,2019,5,86,72,43.2,Asia,0.94
LP19NA70440,Laptop,2019,5,56,57,22.8,North America,0.87
DT19EU39133,Desktop,2019,5,82,25.4,6.4,Europe,0.97
LP19AS73483,Laptop,2019,5,58,49.1,29.5,Asia,0.87
DT19NA42789,Desktop,2019,5,85,33.5,13.4,North America,0.97
LP19AS42403,Laptop,2019,5,55,33.6,20.1,Asia,0.89
LP19AS95963,Laptop,2019,5,54,27.4,16.4,Asia,0.88
LP19EU42986,Laptop,2019,5,52,20.9,5.2,Europe,0.88
DT19AS18734,Desktop,2019,5,81,35.1,21.1,Asia,0.97
LP19NA52124,Laptop,2019,5,56,35.2,14.1,North America,0.85
DT19AS15479,Desktop,2019,5,83,31.7,19,Asia,0.94
LP19AS71542,Laptop,2019,5,54,14.7,8.8,Asia,0.86
DT19AS75042,Desktop,2019,5,82,29.2,17.5,Asia,0.95
LP19AS84966,Laptop,2019,5,57,25.3,15.2,Asia,0.87
DT19NA28804,Desktop,2019,5,82,29.3,11.7,North America,0.95
LP19EU52429,Laptop,2019,5,51,50.4,12.6,Europe,0.88
LP19AS72774,Laptop,2019,5,58,25.4,15.3,Asia,0.89
LP19EU25909,Laptop,2019,5,55,29.1,7.3,Europe,0.86
LP19AS64906,Laptop,2019,5,53,62.1,37.3,Asia,0.86
LP19EU30759,Laptop,2019,5,52,17.3,4.3,Europe,0.85
DT19AS65299,Desktop,2019,5,82,47.4,28.4,Asia,0.93
LP19AS43940,Laptop,2019,5,55,42.8,25.7,Asia,0.87
LP19EU72643,Laptop,2019,5,57,25.3,6.3,Europe,0.89
LP19NA81759,Laptop,2019,5,54,56.1,22.4,North America,0.88
LP19AS35102,Laptop,2019,5,56,73.9,44.4,Asia,0.86
DT19AS39914,Desktop,2019,5,81,18.2,10.9,Asia,0.93
DT19AS80556,Desktop,2019,5,82,29.2,17.5,Asia,0.94
LP19NA48463,Laptop,2019,5,58,37.7,15.1,North America,0.86
LP19NA62400,Laptop,2019,5,55,48.4,19.4,North America,0.89
LP19AS39360,Laptop,2019,5,56,24.4,14.6,Asia,0.87
LP19NA31819,Laptop,2019,5,56,58.2,23.3,North America,0.86
LP19AS93718,Laptop,2019,5,58,47.3,28.4,Asia,0.87
LP19NA37860,Laptop,2019,5,56,24.6,9.8,North America,0.88
LP19AS68950,Laptop,2019,5,53,37.3,22.4,Asia,0.89
LP19AS89862,Laptop,2019,5,55,21.2,12.7,Asia,0.88
DT19NA58265,Desktop,2019,5,80,28.9,11.6,North America,0.94
LP19NA86973,Laptop,2019,5,50,18.1,7.2,North America,0.87
LP19NA55255,Laptop,2019,5,53,34.1,13.7,North America,0.88
LP19AS49619,Laptop,2019,5,53,22.2,13.3,Asia,0.89
LP19AS80351,Laptop,2019,5,57,19.4,11.7,Asia,0.88
LP19AS72295,Laptop,2019,5,56,37.4,22.4,Asia,0.86
LP19NA81504,Laptop,2019,5,55,44.3,17.7,North America,0.86
LP19NA72920,Laptop,2019,5,52,30.8,12.3,North America,0.88
LP19NA30112,Laptop,2019,5,58,53.4,21.4,North America,0.89
LP19AS78952,Laptop,2019,5,52,6.9,4.2,Asia,0.87
LP19EU19103,Laptop,2019,5,53,20.1,5,Europe,0.88
LP19AS94477,Laptop,2019,5,53,21.8,13.1,Asia,0.88
DT19AS63522,Desktop,2019,5,81,35.7,21.4,Asia,0.93
LP19AS36794,Laptop,2019,5,56,51.4,30.8,Asia,0.86
LP19AS16652,Laptop,2019,5,56,55.7,33.4,Asia,0.87
LP19AS76685,Laptop,2019,5,54,48.7,29.2,Asia,0.87
LP19NA72239,Laptop,2019,5,53,21.9,8.7,North America,0.88
LP19AS93936,Laptop,2019,5,55,32.6,19.6,Asia,0.89
LP19EU45483,Laptop,2019,5,53,50.8,12.7,Europe,0.86
LP19EU49230,Laptop,2019,5,54,22.6,5.6,Europe,0.87
LP19NA55829,Laptop,2019,5,58,57.5,23,North America,0.87
LP19AS16703,Laptop,2019,5,57,81.5,48.9,Asia,0.86
LP19AS14252,Laptop,2019,5,55,45.5,27.3,Asia,0.86
DT19NA42528,Desktop,2019,5,78,3.1,1.3,North America,0.96
LP19NA20745,Laptop,2019,5,53,14.2,5.7,North America,0.88
LP19AS24641,Laptop,2019,5,53,29.5,17.7,Asia,0.88
LP19NA60129,Laptop,2019,5,51,37.1,14.8,North America,0.89
LP19AS63524,Laptop,2019,5,58,51.9,31.1,Asia,0.86
LP19EU72435,Laptop,2019,5,53,38.2,9.5,Europe,0.87
DT19AS40478,Desktop,2019,5,81,41.9,25.1,Asia,0.93
LP19AS87393,Laptop,2019,5,57,46.9,28.2,Asia,0.88
DT19AS64325,Desktop,2019,5,82,3.9,2.4,Asia,0.94
DT19AS58636,Desktop,2019,5,83,48.1,28.8,Asia,0.97
DT19AS57251,Desktop,2019,5,82,55.2,33.1,Asia,0.95
LP19AS22237,Laptop,2019,5,54,44,26.4,Asia,0.86
LP19NA60108,Laptop,2019,5,53,53.3,21.3,North America,0.87
LP19EU55903,Laptop,2019,5,59,39.6,9.9,Europe,0.87
DT19NA38939,Desktop,2019,5,82,19.6,7.8,North America,0.97
DT19NA38761,Desktop,2019,5,78,0.2,0.1,North America,0.97
LP19EU68220,Laptop,2019,5,55,53.2,13.3,Europe,0.86
LP19EU15636,Laptop,2019,5,54,23.5,5.9,Europe,0.88
LP19AS78102,Laptop,2019,5,57,42.5,25.5,Asia,0.88
LP19NA95028,Laptop,2019,5,54,26.2,10.5,North America,0.85
LP19AS43982,Laptop,2019,5,59,43.6,26.2,Asia,0.86
LP19NA70349,Laptop,2019,5,57,38.3,15.3,North America,0.89
DT19AS93461,Desktop,2019,5,78,33.6,20.2,Asia,0.97
LP19AS40806,Laptop,2019,5,53,30.5,18.3,Asia,0.87
LP19AS88241,Laptop,2019,5,55,13.2,7.9,Asia,0.87
LP19NA63315,Laptop,2019,5,54,34,13.6,North America,0.86
LP19AS31801,Laptop,2019,5,51,15.3,9.2,Asia,0.87
LP19AS98324,Laptop,2019,5,54,32.1,19.2,Asia,0.86
LP19AS95956,Laptop,2019,5,54,28.5,17.1,Asia,0.87
LP19NA76766,Laptop,2019,5,53,29,11.6,North America,0.87
LP19AS51133,Laptop,2019,5,53,12.2,7.3,Asia,0.87
LP19NA71667,Laptop,2019,5,53,29.9,12,North America,0.86
LP19NA20477,Laptop,2019,5,56,48.9,19.6,North America,0.88
LP19AS81611,Laptop,2019,5,57,45.6,27.3,Asia,0.88
LP19AS86589,Laptop,2019,5,59,38.4,23,Asia,0.88
